frequency=10000
wave0	Time
1.436064	0.627441
1.436064	0.627444
1.426016	0.627446
1.436064	0.627449
1.431040	0.627451
1.436064	0.627454
1.431040	0.627456
1.436064	0.627459
1.436064	0.627470
1.431040	0.627473
1.431040	0.627475
1.436064	0.627478
1.431040	0.627481
1.436064	0.627483
1.431040	0.627486
1.431040	0.627489
1.426016	0.627491
1.426016	0.627494
1.431040	0.627496
1.436064	0.627499
1.436064	0.627501
1.431040	0.627504
1.431040	0.627507
1.436064	0.627509
1.431040	0.627512
1.431040	0.627515
1.436064	0.627517
1.431040	0.627520
1.436064	0.627522
1.431040	0.627525
1.436064	0.627528
1.426016	0.627530
1.436064	0.627533
1.431040	0.627535
1.431040	0.627538
1.431040	0.627541
1.431040	0.627543
1.431040	0.627546
1.426016	0.627548
1.436064	0.627551
1.426016	0.627554
1.420992	0.627556
1.431040	0.627559
1.431040	0.627561
1.431040	0.627564
1.436064	0.627567
1.436064	0.627569
1.431040	0.627572
1.441088	0.627574
1.436064	0.627577
1.436064	0.627580
1.431040	0.627582
1.426016	0.627585
1.436064	0.627587
1.436064	0.627590
1.436064	0.627593
1.426016	0.627595
1.431040	0.627598
1.431040	0.627600
1.431040	0.627603
1.431040	0.627606
1.436064	0.627608
1.436064	0.627611
1.426016	0.627613
1.420992	0.627616
1.426016	0.627618
1.426016	0.627621
1.431040	0.627624
1.420992	0.627626
1.436064	0.627629
1.431040	0.627631
1.426016	0.627634
1.420992	0.627636
1.431040	0.627639
1.431040	0.627642
1.431040	0.627644
1.431040	0.627647
1.431040	0.627649
1.436064	0.627652
1.426016	0.627654
1.431040	0.627657
1.436064	0.627660
1.431040	0.627662
1.436064	0.627665
1.436064	0.627667
1.426016	0.627670
1.436064	0.627673
1.426016	0.627675
1.426016	0.627678
1.426016	0.627680
1.431040	0.627683
1.441088	0.627685
1.431040	0.627688
1.431040	0.627691
1.436064	0.627693
1.436064	0.627696
1.436064	0.627699
1.431040	0.627701
1.431040	0.627704
1.426016	0.627706
1.436064	0.627709
1.431040	0.627711
1.436064	0.627714
1.436064	0.627717
1.431040	0.627719
1.441088	0.627722
1.431040	0.627724
1.431040	0.627727
1.431040	0.627729
1.431040	0.627732
1.426016	0.627735
1.431040	0.627737
1.431040	0.627740
1.431040	0.627742
1.431040	0.627745
1.426016	0.627748
1.431040	0.627750
1.431040	0.627753
1.441088	0.627755
1.431040	0.627758
1.436064	0.627761
1.436064	0.627763
1.426016	0.627766
1.436064	0.627768
1.436064	0.627771
1.431040	0.627773
1.436064	0.627776
1.431040	0.627779
1.431040	0.627781
1.431040	0.627784
1.426016	0.627787
1.426016	0.627789
1.431040	0.627792
1.431040	0.627794
1.431040	0.627797
1.426016	0.627800
1.436064	0.627802
1.431040	0.627805
1.436064	0.627807
1.431040	0.627810
1.436064	0.627813
1.436064	0.627815
1.436064	0.627818
1.431040	0.627820
1.431040	0.627823
1.436064	0.627825
1.431040	0.627828
1.426016	0.627831
1.431040	0.627833
1.431040	0.627836
1.431040	0.627838
1.431040	0.627841
1.431040	0.627853
1.431040	0.627857
1.431040	0.627859
1.431040	0.627862
1.426016	0.627865
1.431040	0.627868
1.426016	0.627870
1.431040	0.627873
1.436064	0.627875
1.436064	0.627878
1.431040	0.627881
1.431040	0.627883
1.436064	0.627886
1.431040	0.627889
1.431040	0.627891
1.436064	0.627894
1.436064	0.627897
1.431040	0.627899
1.436064	0.627902
1.436064	0.627904
1.426016	0.627907
1.431040	0.627909
1.436064	0.627912
1.436064	0.627915
1.441088	0.627917
1.436064	0.627920
1.420992	0.627922
1.431040	0.627925
1.431040	0.627928
1.431040	0.627930
1.436064	0.627933
1.431040	0.627935
1.431040	0.627938
1.436064	0.627940
1.431040	0.627943
1.431040	0.627945
1.441088	0.627948
1.431040	0.627951
1.431040	0.627953
1.436064	0.627956
1.436064	0.627958
1.431040	0.627961
1.426016	0.627964
1.436064	0.627966
1.431040	0.627969
1.431040	0.627971
1.431040	0.627974
1.431040	0.627976
1.426016	0.627979
1.436064	0.627982
1.431040	0.627984
1.426016	0.627987
1.431040	0.627989
1.436064	0.627992
1.431040	0.627994
1.436064	0.627997
1.431040	0.627999
1.436064	0.628002
1.431040	0.628005
1.436064	0.628007
1.436064	0.628010
1.431040	0.628012
1.436064	0.628015
1.431040	0.628018
1.436064	0.628020
1.436064	0.628023
1.436064	0.628025
1.431040	0.628028
1.436064	0.628031
1.426016	0.628033
1.431040	0.628036
1.431040	0.628038
1.436064	0.628041
1.431040	0.628044
1.436064	0.628046
1.431040	0.628049
1.431040	0.628051
1.431040	0.628054
1.436064	0.628056
1.431040	0.628059
1.431040	0.628062
1.431040	0.628064
1.431040	0.628067
1.441088	0.628069
1.436064	0.628072
1.436064	0.628074
1.436064	0.628077
1.431040	0.628080
1.431040	0.628082
1.436064	0.628085
1.431040	0.628087
1.431040	0.628090
1.431040	0.628093
1.431040	0.628095
1.431040	0.628098
1.431040	0.628100
1.426016	0.628103
1.431040	0.628106
1.431040	0.628108
1.426016	0.628111
1.436064	0.628113
1.426016	0.628116
1.436064	0.628119
1.436064	0.628121
1.436064	0.628124
1.436064	0.628126
1.431040	0.628129
1.431040	0.628132
1.436064	0.628134
1.431040	0.628137
1.431040	0.628139
1.436064	0.628142
1.436064	0.628145
1.431040	0.628147
1.431040	0.628150
1.436064	0.628156
1.436064	0.628159
1.431040	0.628161
1.436064	0.628164
1.431040	0.628167
1.436064	0.628169
1.431040	0.628172
1.436064	0.628175
1.436064	0.628177
1.441088	0.628180
1.431040	0.628182
1.431040	0.628185
1.436064	0.628188
1.431040	0.628190
1.436064	0.628193
1.436064	0.628195
1.436064	0.628198
1.431040	0.628201
1.436064	0.628203
1.431040	0.628206
1.431040	0.628208
1.431040	0.628211
1.431040	0.628214
1.426016	0.628216
1.426016	0.628219
1.426016	0.628221
1.436064	0.628224
1.436064	0.628226
1.436064	0.628229
1.436064	0.628231
1.426016	0.628234
1.426016	0.628237
1.436064	0.628239
1.436064	0.628242
1.431040	0.628244
1.431040	0.628247
1.426016	0.628250
1.431040	0.628252
1.426016	0.628255
1.426016	0.628257
1.436064	0.628260
1.431040	0.628262
1.431040	0.628265
1.431040	0.628268
1.431040	0.628270
1.431040	0.628273
1.420992	0.628275
1.431040	0.628278
1.420992	0.628281
1.436064	0.628283
1.431040	0.628286
1.426016	0.628288
1.431040	0.628291
1.431040	0.628294
1.431040	0.628296
1.426016	0.628299
1.436064	0.628302
1.431040	0.628304
1.431040	0.628307
1.426016	0.628309
1.431040	0.628312
1.436064	0.628315
1.431040	0.628317
1.436064	0.628320
1.431040	0.628322
1.431040	0.628325
1.431040	0.628328
1.426016	0.628330
1.426016	0.628333
1.420992	0.628335
1.436064	0.628338
1.426016	0.628340
1.431040	0.628343
1.436064	0.628346
1.436064	0.628348
1.436064	0.628351
1.426016	0.628353
1.431040	0.628356
1.441088	0.628358
1.436064	0.628361
1.431040	0.628364
1.426016	0.628366
1.426016	0.628369
1.431040	0.628371
1.436064	0.628374
1.431040	0.628376
1.431040	0.628379
1.436064	0.628382
1.426016	0.628384
1.431040	0.628387
1.436064	0.628389
1.431040	0.628392
1.431040	0.628394
1.420992	0.628397
1.431040	0.628399
1.431040	0.628402
1.436064	0.628405
1.431040	0.628407
1.436064	0.628410
1.436064	0.628412
1.431040	0.628415
1.436064	0.628418
1.436064	0.628420
1.436064	0.628423
1.431040	0.628426
1.436064	0.628428
1.426016	0.628431
1.426016	0.628433
1.426016	0.628436
1.431040	0.628438
1.436064	0.628441
1.436064	0.628443
1.431040	0.628446
1.426016	0.628459
1.426016	0.628462
1.431040	0.628465
1.431040	0.628467
1.426016	0.628470
1.431040	0.628473
1.431040	0.628476
1.436064	0.628478
1.431040	0.628481
1.436064	0.628483
1.436064	0.628486
1.436064	0.628489
1.431040	0.628492
1.436064	0.628494
1.426016	0.628497
1.436064	0.628499
1.436064	0.628502
1.420992	0.628505
1.431040	0.628507
1.436064	0.628510
1.436064	0.628512
1.426016	0.628515
1.436064	0.628518
1.436064	0.628520
1.436064	0.628523
1.431040	0.628525
1.436064	0.628528
1.431040	0.628531
1.431040	0.628533
1.431040	0.628536
1.431040	0.628538
1.436064	0.628541
1.431040	0.628544
1.436064	0.628546
1.436064	0.628549
1.431040	0.628551
1.436064	0.628554
1.431040	0.628557
1.436064	0.628559
1.431040	0.628562
1.436064	0.628564
1.436064	0.628567
1.431040	0.628570
1.431040	0.628572
1.426016	0.628575
1.436064	0.628578
1.436064	0.628580
1.426016	0.628583
1.426016	0.628585
1.431040	0.628588
1.431040	0.628591
1.436064	0.628593
1.431040	0.628596
1.436064	0.628598
1.436064	0.628601
1.431040	0.628604
1.431040	0.628606
1.436064	0.628609
1.436064	0.628611
1.431040	0.628614
1.436064	0.628616
1.431040	0.628619
1.431040	0.628622
1.431040	0.628624
1.431040	0.628627
1.436064	0.628629
1.436064	0.628632
1.431040	0.628635
1.431040	0.628637
1.431040	0.628640
1.431040	0.628642
1.436064	0.628645
1.431040	0.628648
1.431040	0.628650
1.431040	0.628653
1.420992	0.628655
1.431040	0.628658
1.431040	0.628661
1.436064	0.628663
1.436064	0.628666
1.431040	0.628668
1.420992	0.628671
1.426016	0.628674
1.426016	0.628676
1.436064	0.628679
1.436064	0.628681
1.436064	0.628684
1.431040	0.628687
1.431040	0.628693
1.436064	0.628696
1.436064	0.628699
1.431040	0.628702
1.420992	0.628704
1.431040	0.628707
1.436064	0.628709
1.436064	0.628712
1.436064	0.628715
1.436064	0.628717
1.431040	0.628720
1.436064	0.628723
1.431040	0.628725
1.436064	0.628728
1.436064	0.628731
1.436064	0.628743
1.431040	0.628745
1.431040	0.628747
1.431040	0.628749
1.415968	0.628752
1.436064	0.628754
1.426016	0.628756
1.431040	0.628759
1.436064	0.628761
1.441088	0.628763
1.436064	0.628765
1.436064	0.628768
1.431040	0.628770
1.436064	0.628772
1.426016	0.628775
1.436064	0.628777
1.431040	0.628779
1.431040	0.628781
1.436064	0.628784
1.426016	0.628786
1.436064	0.628788
1.436064	0.628791
1.436064	0.628793
1.436064	0.628795
1.436064	0.628798
1.436064	0.628800
1.436064	0.628802
1.436064	0.628804
1.426016	0.628807
1.426016	0.628809
1.426016	0.628811
1.436064	0.628814
1.431040	0.628816
1.431040	0.628818
1.431040	0.628820
1.431040	0.628823
1.431040	0.628825
1.431040	0.628827
1.431040	0.628830
1.431040	0.628832
1.436064	0.628834
1.436064	0.628837
1.431040	0.628839
1.436064	0.628841
1.436064	0.628843
1.436064	0.628846
1.436064	0.628848
1.436064	0.628850
1.436064	0.628852
1.441088	0.628855
1.431040	0.628857
1.426016	0.628859
1.426016	0.628862
1.431040	0.628864
1.426016	0.628866
1.436064	0.628868
1.426016	0.628871
1.431040	0.628873
1.431040	0.628875
1.436064	0.628877
1.431040	0.628880
1.436064	0.628882
1.431040	0.628884
1.436064	0.628887
1.426016	0.628889
1.431040	0.628891
1.436064	0.628893
1.431040	0.628896
1.436064	0.628898
1.431040	0.628900
1.436064	0.628902
1.436064	0.628905
1.431040	0.628907
1.431040	0.628909
1.441088	0.628912
1.436064	0.628914
1.436064	0.628916
1.436064	0.628919
1.436064	0.628921
1.436064	0.628923
1.436064	0.628925
1.436064	0.628928
1.431040	0.628930
1.431040	0.628932
1.431040	0.628935
1.436064	0.628937
1.426016	0.628939
1.431040	0.628941
1.436064	0.628944
1.441088	0.628946
1.431040	0.628948
1.431040	0.628950
1.431040	0.628953
1.436064	0.628955
1.436064	0.628957
1.426016	0.628960
1.436064	0.628962
1.431040	0.628964
1.441088	0.628967
1.431040	0.628969
1.436064	0.628971
1.436064	0.628973
1.431040	0.628976
1.431040	0.628978
1.436064	0.628980
1.436064	0.628983
1.431040	0.628985
1.431040	0.628987
1.436064	0.628989
1.436064	0.628992
1.436064	0.628994
1.431040	0.628996
1.431040	0.628999
1.436064	0.629001
1.420992	0.629003
1.436064	0.629005
1.436064	0.629008
1.436064	0.629010
1.431040	0.629012
1.436064	0.629014
1.431040	0.629017
1.436064	0.629019
1.436064	0.629021
1.431040	0.629024
1.436064	0.629035
1.431040	0.629038
1.431040	0.629040
1.431040	0.629043
1.436064	0.629045
1.431040	0.629047
1.426016	0.629050
1.431040	0.629052
1.431040	0.629055
1.431040	0.629057
1.431040	0.629059
1.431040	0.629061
1.426016	0.629064
1.436064	0.629066
1.431040	0.629068
1.431040	0.629071
1.436064	0.629073
1.431040	0.629075
1.431040	0.629078
1.436064	0.629080
1.431040	0.629082
1.431040	0.629084
1.436064	0.629087
1.431040	0.629089
1.436064	0.629092
1.436064	0.629094
1.436064	0.629096
1.436064	0.629098
1.431040	0.629101
1.436064	0.629103
1.436064	0.629105
1.431040	0.629108
1.431040	0.629110
1.420992	0.629112
1.426016	0.629115
1.426016	0.629117
1.436064	0.629119
1.436064	0.629121
1.431040	0.629124
1.426016	0.629126
1.426016	0.629128
1.431040	0.629131
1.436064	0.629133
1.436064	0.629135
1.420992	0.629137
1.431040	0.629140
1.436064	0.629142
1.431040	0.629144
1.436064	0.629146
1.431040	0.629149
1.436064	0.629151
1.431040	0.629153
1.431040	0.629156
1.436064	0.629158
1.431040	0.629160
1.426016	0.629163
1.436064	0.629165
1.431040	0.629167
1.426016	0.629170
1.436064	0.629172
1.436064	0.629174
1.431040	0.629177
1.431040	0.746237
1.431040	0.746250
1.431040	0.746254
1.420992	0.746257
1.431040	0.746260
1.436064	0.746263
1.436064	0.746265
1.431040	0.746268
1.431040	0.746271
1.431040	0.746273
1.431040	0.746276
1.426016	0.746279
1.436064	0.746281
1.431040	0.746284
1.436064	0.746287
1.436064	0.746289
1.436064	0.746292
1.436064	0.746295
1.431040	0.746297
1.431040	0.746300
1.436064	0.746303
1.436064	0.746305
1.431040	0.746308
1.436064	0.746310
1.436064	0.746313
1.436064	0.746316
1.431040	0.746318
1.436064	0.746321
1.431040	0.746324
1.436064	0.746326
1.436064	0.746329
1.431040	0.746332
1.431040	0.746334
1.436064	0.746337
1.436064	0.746340
1.431040	0.746342
1.436064	0.746345
1.431040	0.746348
1.436064	0.746350
1.431040	0.746353
1.436064	0.746355
1.436064	0.746358
1.426016	0.746360
1.420992	0.746363
1.431040	0.746365
1.436064	0.746368
1.431040	0.746371
1.431040	0.746373
1.431040	0.746376
1.431040	0.746378
1.426016	0.746381
1.436064	0.746384
1.431040	0.746386
1.436064	0.746389
1.436064	0.746391
1.431040	0.746394
1.436064	0.746396
1.431040	0.746399
1.431040	0.746402
1.436064	0.746404
1.436064	0.746407
1.436064	0.746409
1.431040	0.746412
1.436064	0.746415
1.431040	0.746417
1.436064	0.746420
1.436064	0.746422
1.431040	0.746425
1.436064	0.746427
1.436064	0.746430
1.436064	0.746432
1.436064	0.746435
1.436064	0.746438
1.426016	0.746440
1.431040	0.746443
1.436064	0.746445
1.431040	0.746448
1.431040	0.746451
1.436064	0.746453
1.436064	0.746456
1.431040	0.746459
1.436064	0.746461
1.431040	0.746464
1.436064	0.746466
1.431040	0.746469
1.436064	0.746472
1.436064	0.746474
1.431040	0.746477
1.436064	0.746479
1.431040	0.746482
1.436064	0.746484
1.436064	0.746487
1.431040	0.746489
1.436064	0.746492
1.436064	0.746495
1.436064	0.746497
1.436064	0.746500
1.431040	0.746502
1.436064	0.746505
1.436064	0.746507
1.431040	0.746510
1.436064	0.746512
1.431040	0.746515
1.431040	0.746518
1.436064	0.746520
1.436064	0.746523
1.441088	0.746525
1.431040	0.746528
1.431040	0.746530
1.436064	0.746533
1.436064	0.746536
1.436064	0.746538
1.436064	0.746541
1.431040	0.746543
1.436064	0.746546
1.441088	0.746549
1.436064	0.746551
1.431040	0.746554
1.436064	0.746556
1.436064	0.746559
1.431040	0.746561
1.436064	0.746564
1.431040	0.746566
1.426016	0.746569
1.431040	0.746572
1.436064	0.746574
1.431040	0.746577
1.431040	0.746579
1.436064	0.746582
1.436064	0.746584
1.436064	0.746587
1.436064	0.746590
1.436064	0.746592
1.431040	0.746595
1.420992	0.746597
1.431040	0.746600
1.431040	0.746602
1.436064	0.746605
1.436064	0.746608
1.436064	0.746610
1.436064	0.746613
1.431040	0.746615
1.436064	0.746618
1.431040	0.746620
1.436064	0.746623
1.436064	0.746625
1.436064	0.746628
1.431040	0.746631
1.436064	0.746633
1.436064	0.746636
1.426016	0.746638
1.436064	0.746641
1.431040	0.746643
1.431040	0.746646
1.431040	0.746649
1.431040	0.746651
1.431040	0.746654
1.431040	0.746656
1.431040	0.746659
1.431040	0.746661
1.426016	0.746664
1.436064	0.746666
1.436064	0.746669
1.436064	0.746672
1.431040	0.746674
1.431040	0.746677
1.436064	0.746679
1.431040	0.746682
1.436064	0.746684
1.431040	0.746687
1.431040	0.746690
1.431040	0.746692
1.436064	0.746695
1.436064	0.746697
1.431040	0.746700
1.431040	0.746702
1.426016	0.746705
1.431040	0.746707
1.420992	0.746710
1.436064	0.746713
1.436064	0.746715
1.436064	0.746718
1.436064	0.746720
1.436064	0.746723
1.436064	0.746726
1.436064	0.746728
1.431040	0.746731
1.436064	0.746733
1.436064	0.746736
1.431040	0.746738
1.436064	0.746741
1.436064	0.746744
1.431040	0.746746
1.436064	0.746749
1.431040	0.746751
1.431040	0.746754
1.431040	0.746757
1.431040	0.746759
1.420992	0.746762
1.426016	0.746764
1.426016	0.746767
1.426016	0.746770
1.431040	0.746772
1.426016	0.746775
1.436064	0.746777
1.436064	0.746780
1.436064	0.746782
1.436064	0.746785
1.441088	0.746787
1.431040	0.746790
1.431040	0.746793
1.436064	0.746795
1.436064	0.746798
1.436064	0.746800
1.436064	0.746803
1.436064	0.746805
1.431040	0.746808
1.426016	0.746811
1.431040	0.746813
1.431040	0.746816
1.431040	0.746818
1.431040	0.746821
1.431040	0.746824
1.420992	0.746826
1.426016	0.746829
1.436064	0.746831
1.431040	0.746834
1.426016	0.746837
1.436064	0.746873
1.436064	0.746876
1.420992	0.746879
1.426016	0.746881
1.420992	0.746884
1.431040	0.746887
1.431040	0.746890
1.426016	0.746892
1.436064	0.746895
1.436064	0.746897
1.431040	0.746900
1.431040	0.746903
1.436064	0.746905
1.431040	0.746908
1.436064	0.746910
1.431040	0.746913
1.426016	0.746916
1.431040	0.746918
1.420992	0.746921
1.431040	0.746923
1.426016	0.746926
1.436064	0.746929
1.431040	0.746931
1.436064	0.746934
1.436064	0.746936
1.426016	0.746939
1.431040	0.746942
1.431040	0.746944
1.431040	0.746947
1.431040	0.746949
1.436064	0.746952
1.436064	0.746954
1.436064	0.746957
1.431040	0.746960
1.436064	0.746962
1.436064	0.746965
1.431040	0.746967
1.431040	0.746970
1.436064	0.746973
1.431040	0.746975
1.436064	0.746978
1.426016	0.746980
1.431040	0.746983
1.426016	0.746986
1.431040	0.746988
1.431040	0.746991
1.436064	0.746993
1.436064	0.746996
1.436064	0.746998
1.436064	0.747001
1.426016	0.747004
1.431040	0.747006
1.436064	0.747009
1.431040	0.747011
1.426016	0.747014
1.431040	0.747016
1.431040	0.747019
1.426016	0.747021
1.426016	0.747024
1.426016	0.747027
1.431040	0.747029
1.431040	0.747032
1.426016	0.747034
1.426016	0.747037
1.426016	0.747040
1.436064	0.747042
1.431040	0.747045
1.436064	0.747047
1.431040	0.747050
1.431040	0.747052
1.431040	0.747055
1.431040	0.747058
1.431040	0.747060
1.436064	0.747063
1.436064	0.747065
1.420992	0.747068
1.431040	0.747070
1.426016	0.747073
1.436064	0.747075
1.436064	0.747078
1.431040	0.747081
1.436064	0.747083
1.426016	0.747086
1.426016	0.747088
1.420992	0.747091
1.426016	0.747093
1.431040	0.747096
1.431040	0.747098
1.436064	0.747101
1.426016	0.747104
1.436064	0.747106
1.436064	0.747109
1.436064	0.747111
1.436064	0.747114
1.436064	0.747116
1.431040	0.747119
1.436064	0.747122
1.431040	0.747124
1.436064	0.747127
1.431040	0.747129
1.431040	0.747132
1.431040	0.747135
1.436064	0.747137
1.431040	0.747140
1.436064	0.747142
1.431040	0.747145
1.436064	0.747147
1.436064	0.747150
1.431040	0.747152
1.426016	0.747155
1.426016	0.747158
1.426016	0.747160
1.431040	0.747163
1.431040	0.747165
1.436064	0.747168
1.431040	0.747171
1.436064	0.747173
1.431040	0.747176
1.436064	0.747178
1.436064	0.747181
1.431040	0.747183
1.436064	0.747186
1.431040	0.747189
1.436064	0.747191
1.426016	0.747194
1.436064	0.747196
1.431040	0.747199
1.436064	0.747201
1.436064	0.747204
1.431040	0.747207
1.436064	0.747209
1.426016	0.747212
1.426016	0.747214
1.431040	0.747217
1.431040	0.747219
1.431040	0.747222
1.426016	0.747224
1.436064	0.747227
1.431040	0.747230
1.431040	0.747232
1.436064	0.747235
1.441088	0.747237
1.431040	0.747240
1.436064	0.747243
1.436064	0.747245
1.436064	0.747248
1.431040	0.747250
1.436064	0.747253
1.436064	0.747255
1.431040	0.747258
1.441088	0.747260
1.436064	0.747263
1.431040	0.747266
1.420992	0.747268
1.436064	0.747271
1.431040	0.747273
1.436064	0.747276
1.431040	0.747278
1.436064	0.747281
1.436064	0.747284
1.426016	0.747286
1.436064	0.747289
1.431040	0.747291
1.436064	0.747294
1.431040	0.747296
1.431040	0.747299
1.431040	0.747302
1.436064	0.747304
1.436064	0.747307
1.436064	0.747309
1.426016	0.747312
1.426016	0.747314
1.436064	0.747317
1.431040	0.747319
1.436064	0.747322
1.420992	0.747325
1.431040	0.747327
1.436064	0.747330
1.431040	0.747332
1.431040	0.747338
1.431040	0.747341
1.436064	0.747344
1.431040	0.747346
1.431040	0.747349
1.431040	0.747351
1.436064	0.747354
1.431040	0.747357
1.436064	0.747359
1.431040	0.747362
1.431040	0.747364
1.431040	0.747367
1.431040	0.747369
1.436064	0.747372
1.431040	0.747374
1.426016	0.747377
1.436064	0.747379
1.431040	0.747382
1.431040	0.747385
1.431040	0.747387
1.426016	0.747390
1.431040	0.747392
1.431040	0.747395
1.431040	0.747397
1.436064	0.747400
1.431040	0.747402
1.436064	0.747405
1.431040	0.747408
1.431040	0.747410
1.431040	0.747413
1.431040	0.747415
1.436064	0.747418
1.431040	0.747420
1.436064	0.747423
1.436064	0.747425
1.431040	0.747428
1.436064	0.747430
1.431040	0.747433
1.436064	0.747436
1.431040	0.747438
1.431040	0.747441
1.426016	0.747443
1.431040	0.747446
1.431040	0.747448
1.431040	0.747451
1.436064	0.747453
1.426016	0.747456
1.431040	0.747458
1.431040	0.747461
1.431040	0.747475
1.431040	0.747478
1.436064	0.747481
1.441088	0.747483
1.436064	0.747486
1.436064	0.747489
1.431040	0.747492
1.431040	0.747494
1.436064	0.747497
1.426016	0.747499
1.436064	0.747502
1.431040	0.747505
1.436064	0.747507
1.431040	0.747510
1.436064	0.747513
1.426016	0.747516
1.431040	0.747518
1.426016	0.747521
1.426016	0.747523
1.436064	0.747526
1.431040	0.747528
1.436064	0.747531
1.436064	0.747534
1.436064	0.747536
1.431040	0.747539
1.436064	0.747541
1.431040	0.747544
1.431040	0.747547
1.426016	0.747549
1.426016	0.747552
1.436064	0.747554
1.436064	0.747557
1.436064	0.747560
1.431040	0.747562
1.436064	0.747565
1.431040	0.747567
1.431040	0.747570
1.431040	0.747573
1.426016	0.747575
1.420992	0.747578
1.426016	0.747580
1.436064	0.747583
1.420992	0.747586
1.426016	0.747588
1.431040	0.747591
1.436064	0.747593
1.436064	0.747596
1.431040	0.747599
1.431040	0.747601
1.431040	0.747604
1.436064	0.747606
1.431040	0.747609
1.431040	0.747611
1.426016	0.747614
1.436064	0.747617
1.431040	0.747619
1.436064	0.747622
1.431040	0.747624
1.431040	0.747627
1.436064	0.747630
1.431040	0.747632
1.426016	0.747635
1.431040	0.747637
1.426016	0.747640
1.420992	0.747643
1.431040	0.747645
1.436064	0.747648
1.436064	0.747650
1.431040	0.747653
1.431040	0.747656
1.431040	0.747658
1.441088	0.747661
1.431040	0.747663
1.426016	0.747666
1.431040	0.747669
1.426016	0.747671
1.426016	0.747674
1.431040	0.747676
1.431040	0.747679
1.436064	0.747682
1.431040	0.747684
1.431040	0.747687
1.431040	0.747689
1.426016	0.747692
1.431040	0.747694
1.436064	0.747697
1.431040	0.747700
1.426016	0.747702
1.436064	0.747705
1.426016	0.747708
1.436064	0.747710
1.436064	0.747713
1.431040	0.747715
1.431040	0.747718
1.431040	0.747720
1.436064	0.747723
1.436064	0.747726
1.431040	0.747728
1.426016	0.747731
1.426016	0.747734
1.431040	0.747736
1.426016	0.747739
1.436064	0.747741
1.431040	0.747744
1.426016	0.747746
1.426016	0.747749
1.436064	0.747752
1.436064	0.747754
1.436064	0.747757
1.436064	0.747759
1.431040	0.747762
1.436064	0.747765
1.431040	0.747767
1.436064	0.747770
1.420992	0.747772
1.431040	0.747775
1.431040	0.747778
1.431040	0.747780
1.436064	0.747783
1.431040	0.747785
1.441088	0.747788
1.431040	0.747790
1.426016	0.747793
1.431040	0.747796
1.431040	0.747798
1.431040	0.747801
1.431040	0.747803
1.431040	0.747806
1.431040	0.747808
1.436064	0.747811
1.431040	0.747813
1.436064	0.747816
1.426016	0.747819
1.431040	0.747821
1.431040	0.747824
1.426016	0.747826
1.431040	0.747829
1.436064	0.747831
1.431040	0.747834
1.436064	0.747837
1.436064	0.747839
1.436064	0.747842
1.431040	0.747844
1.431040	0.747847
1.431040	0.747850
1.436064	0.747852
1.436064	0.747855
1.426016	0.747857
1.431040	0.747860
1.436064	0.747863
1.436064	0.747865
1.436064	0.747868
1.431040	0.747870
1.431040	0.747873
1.426016	0.747876
1.420992	0.747878
1.436064	0.747881
1.431040	0.747883
1.431040	0.747886
1.431040	0.747889
1.436064	0.747891
1.431040	0.747894
1.436064	0.747902
1.436064	0.747905
1.426016	0.747908
1.431040	0.747911
1.436064	0.747914
1.436064	0.747916
1.426016	0.747919
1.431040	0.747921
1.436064	0.747924
1.431040	0.747927
1.436064	0.747929
1.436064	0.747932
1.436064	0.747934
1.441088	0.747937
1.431040	0.747940
1.431040	0.747942
1.436064	0.747945
1.431040	0.747948
1.431040	0.747950
1.431040	0.747953
1.431040	0.747955
1.426016	0.747958
1.436064	0.747961
1.441088	0.747963
1.436064	0.747966
1.436064	0.747969
1.431040	0.747971
1.431040	0.747974
1.436064	0.747976
1.436064	0.747979
1.436064	0.747982
1.436064	0.747984
1.431040	0.747987
1.436064	0.747989
1.436064	0.747992
1.431040	0.747994
1.431040	0.747997
1.431040	0.748000
1.426016	0.748002
1.431040	0.748005
1.431040	0.748008
1.431040	0.748010
1.436064	0.748013
1.431040	0.748015
1.431040	0.748018
1.426016	0.748020
1.431040	0.748023
1.436064	0.748025
1.436064	0.748028
1.441088	0.748031
1.431040	0.748033
1.431040	0.748036
1.436064	0.748039
1.436064	0.748041
1.431040	0.748044
1.436064	0.748047
1.436064	0.748049
1.431040	0.748052
1.431040	0.748054
1.431040	0.748057
1.431040	0.748060
1.441088	0.748062
1.431040	0.748065
1.436064	0.748068
1.431040	0.748070
1.436064	0.748083
1.436064	0.748086
1.431040	0.748089
1.436064	0.748092
1.441088	0.748094
1.431040	0.748097
1.431040	0.748100
1.436064	0.748103
1.436064	0.748105
1.436064	0.748108
1.431040	0.748110
1.436064	0.748113
1.436064	0.748116
1.431040	0.748118
1.431040	0.748121
1.431040	0.748123
1.431040	0.748126
1.426016	0.748129
1.431040	0.748131
1.431040	0.748134
1.420992	0.748136
1.436064	0.748139
1.436064	0.748142
1.426016	0.748144
1.431040	0.748147
1.436064	0.748150
1.431040	0.748152
1.436064	0.748155
1.431040	0.748158
1.431040	0.748160
1.436064	0.748163
1.436064	0.748165
1.436064	0.748168
1.436064	0.748171
1.436064	0.748173
1.436064	0.748176
1.431040	0.748178
1.431040	0.748181
1.436064	0.748184
1.431040	0.748186
1.431040	0.748189
1.426016	0.748192
1.436064	0.748194
1.431040	0.748197
1.436064	0.748200
1.420992	0.748202
